,series_id,area_name,item_name,date,period,value,inf_yoy
209,CUSR0000SA0,U.S. city average,All items,2014-06-01,M06,237.231,0.020589816945944195
210,CUSR0000SA0,U.S. city average,All items,2014-07-01,M07,237.498,0.019742378703305974
211,CUSR0000SA0,U.S. city average,All items,2014-08-01,M08,237.46,0.017150983482969062
212,CUSR0000SA0,U.S. city average,All items,2014-09-01,M09,237.477,0.016840509711232077
213,CUSR0000SA0,U.S. city average,All items,2014-10-01,M10,237.43,0.016095417021513292
214,CUSR0000SA0,U.S. city average,All items,2014-11-01,M11,236.983,0.01231524989320798
215,CUSR0000SA0,U.S. city average,All items,2014-12-01,M12,236.252,0.006531213919623191
216,CUSR0000SA0,U.S. city average,All items,2015-01-01,M01,234.747,-0.002299309782054282
217,CUSR0000SA0,U.S. city average,All items,2015-02-01,M02,235.342,-0.0008703146293520536
218,CUSR0000SA0,U.S. city average,All items,2015-03-01,M03,235.976,-0.00022031284423873476
219,CUSR0000SA0,U.S. city average,All items,2015-04-01,M04,236.222,-0.0010403098939391064
220,CUSR0000SA0,U.S. city average,All items,2015-05-01,M05,237.001,0.0003503321824429584
221,CUSR0000SA0,U.S. city average,All items,2015-06-01,M06,237.657,0.001795718097550525
222,CUSR0000SA0,U.S. city average,All items,2015-07-01,M07,238.034,0.0022568611104094582
223,CUSR0000SA0,U.S. city average,All items,2015-08-01,M08,238.033,0.002413037985344868
224,CUSR0000SA0,U.S. city average,All items,2015-09-01,M09,237.498,8.842961634170088e-05
225,CUSR0000SA0,U.S. city average,All items,2015-10-01,M10,237.733,0.0012761656067050708
226,CUSR0000SA0,U.S. city average,All items,2015-11-01,M11,238.017,0.004363182169185187
227,CUSR0000SA0,U.S. city average,All items,2015-12-01,M12,237.761,0.006387247515364791
228,CUSR0000SA0,U.S. city average,All items,2016-01-01,M01,237.652,0.012375025026943876
229,CUSR0000SA0,U.S. city average,All items,2016-02-01,M02,237.336,0.008472775790126619
230,CUSR0000SA0,U.S. city average,All items,2016-03-01,M03,238.08,0.008916160965521946
231,CUSR0000SA0,U.S. city average,All items,2016-04-01,M04,238.992,0.011726257503534843
232,CUSR0000SA0,U.S. city average,All items,2016-05-01,M05,239.557,0.010784764621246223
233,CUSR0000SA0,U.S. city average,All items,2016-06-01,M06,240.222,0.010792865347959424
234,CUSR0000SA0,U.S. city average,All items,2016-07-01,M07,240.101,0.008683633430518256
235,CUSR0000SA0,U.S. city average,All items,2016-08-01,M08,240.545,0.010553158595656864
236,CUSR0000SA0,U.S. city average,All items,2016-09-01,M09,241.176,0.015486446201652182
237,CUSR0000SA0,U.S. city average,All items,2016-10-01,M10,241.741,0.01685924966243646
238,CUSR0000SA0,U.S. city average,All items,2016-11-01,M11,242.026,0.016843334719788938
239,CUSR0000SA0,U.S. city average,All items,2016-12-01,M12,242.637,0.020507989115119862
240,CUSR0000SA0,U.S. city average,All items,2017-01-01,M01,243.62,0.02511234914917626
241,CUSR0000SA0,U.S. city average,All items,2017-02-01,M02,243.872,0.02753901641554579
242,CUSR0000SA0,U.S. city average,All items,2017-03-01,M03,243.766,0.023882728494623473
243,CUSR0000SA0,U.S. city average,All items,2017-04-01,M04,244.274,0.022101158197763926
244,CUSR0000SA0,U.S. city average,All items,2017-05-01,M05,244.069,0.018834765838610545
245,CUSR0000SA0,U.S. city average,All items,2017-06-01,M06,244.218,0.016634612982990626
246,CUSR0000SA0,U.S. city average,All items,2017-07-01,M07,244.28,0.01740517532205188
247,CUSR0000SA0,U.S. city average,All items,2017-08-01,M08,245.205,0.019372674551539237
248,CUSR0000SA0,U.S. city average,All items,2017-09-01,M09,246.551,0.022286628851958756
249,CUSR0000SA0,U.S. city average,All items,2017-10-01,M10,246.657,0.020335813949640347
250,CUSR0000SA0,U.S. city average,All items,2017-11-01,M11,247.378,0.02211332666738275
251,CUSR0000SA0,U.S. city average,All items,2017-12-01,M12,247.736,0.02101493177050484
252,CUSR0000SA0,U.S. city average,All items,2018-01-01,M01,248.721,0.020938346605368974
253,CUSR0000SA0,U.S. city average,All items,2018-02-01,M02,249.3,0.022257577745702584
254,CUSR0000SA0,U.S. city average,All items,2018-03-01,M03,249.517,0.023592297531239037
255,CUSR0000SA0,U.S. city average,All items,2018-04-01,M04,250.275,0.024566675127111415
256,CUSR0000SA0,U.S. city average,All items,2018-05-01,M05,250.786,0.027520905973310805
257,CUSR0000SA0,U.S. city average,All items,2018-06-01,M06,251.152,0.028392665569286546
258,CUSR0000SA0,U.S. city average,All items,2018-07-01,M07,251.345,0.028921729163255305
259,CUSR0000SA0,U.S. city average,All items,2018-08-01,M08,251.735,0.02663077832833749
260,CUSR0000SA0,U.S. city average,All items,2018-09-01,M09,252.183,0.022843144014828676
261,CUSR0000SA0,U.S. city average,All items,2018-10-01,M10,252.899,0.025306397142590642
262,CUSR0000SA0,U.S. city average,All items,2018-11-01,M11,252.822,0.02200680739596894
263,CUSR0000SA0,U.S. city average,All items,2018-12-01,M12,252.493,0.019201892337003867
264,CUSR0000SA0,U.S. city average,All items,2019-01-01,M01,252.441,0.014956517543753822
265,CUSR0000SA0,U.S. city average,All items,2019-02-01,M02,252.969,0.014717208182912112
266,CUSR0000SA0,U.S. city average,All items,2019-03-01,M03,254.147,0.018555849902010646
267,CUSR0000SA0,U.S. city average,All items,2019-04-01,M04,255.326,0.020181800019978047
268,CUSR0000SA0,U.S. city average,All items,2019-05-01,M05,255.371,0.01828251975788131
269,CUSR0000SA0,U.S. city average,All items,2019-06-01,M06,255.423,0.017005638020003877
270,CUSR0000SA0,U.S. city average,All items,2019-07-01,M07,255.925,0.018221965823867592
271,CUSR0000SA0,U.S. city average,All items,2019-08-01,M08,256.118,0.017411166504458953
272,CUSR0000SA0,U.S. city average,All items,2019-09-01,M09,256.532,0.01724541305321914
273,CUSR0000SA0,U.S. city average,All items,2019-10-01,M10,257.387,0.017746214892111034
274,CUSR0000SA0,U.S. city average,All items,2019-11-01,M11,257.989,0.02043730371565755
275,CUSR0000SA0,U.S. city average,All items,2019-12-01,M12,258.203,0.02261448832244839
276,CUSR0000SA0,U.S. city average,All items,2020-01-01,M01,258.687,0.02474241505936048
277,CUSR0000SA0,U.S. city average,All items,2020-02-01,M02,258.824,0.023145128454474806
278,CUSR0000SA0,U.S. city average,All items,2020-03-01,M03,257.989,0.015117235300829757
279,CUSR0000SA0,U.S. city average,All items,2020-04-01,M04,256.192,0.003391742321581015
280,CUSR0000SA0,U.S. city average,All items,2020-05-01,M05,255.942,0.0022359625799326377
281,CUSR0000SA0,U.S. city average,All items,2020-06-01,M06,257.282,0.007278122956820621
282,CUSR0000SA0,U.S. city average,All items,2020-07-01,M07,258.604,0.010467910520660206
283,CUSR0000SA0,U.S. city average,All items,2020-08-01,M08,259.511,0.013247799842260433
284,CUSR0000SA0,U.S. city average,All items,2020-09-01,M09,260.149,0.014099605507305268
285,CUSR0000SA0,U.S. city average,All items,2020-10-01,M10,260.462,0.011946990329736895
286,CUSR0000SA0,U.S. city average,All items,2020-11-01,M11,260.927,0.01138808243762357
287,CUSR0000SA0,U.S. city average,All items,2020-12-01,M12,261.56,0.013001398124731445
288,CUSR0000SA0,U.S. city average,All items,2021-01-01,M01,262.231,0.013699953998461467
289,CUSR0000SA0,U.S. city average,All items,2021-02-01,M02,263.161,0.01675656044261742
472,CUSR0000SA0E,U.S. city average,Energy,2012-03-01,M03,249.742,0.04024925128811763
473,CUSR0000SA0E,U.S. city average,Energy,2012-04-01,M04,249.677,0.006855474499651182
474,CUSR0000SA0E,U.S. city average,Energy,2012-05-01,M05,241.806,-0.035645917748779565
475,CUSR0000SA0E,U.S. city average,Energy,2012-06-01,M06,235.897,-0.03924914675767921
476,CUSR0000SA0E,U.S. city average,Energy,2012-07-01,M07,233.568,-0.051257783717255534
477,CUSR0000SA0E,U.S. city average,Energy,2012-08-01,M08,244.987,-0.007667692806221704
478,CUSR0000SA0E,U.S. city average,Energy,2012-09-01,M09,252.987,0.017851538925769406
479,CUSR0000SA0E,U.S. city average,Energy,2012-10-01,M10,256.017,0.037955849263140884
480,CUSR0000SA0E,U.S. city average,Energy,2012-11-01,M11,248.819,0.0047609433047972605
481,CUSR0000SA0E,U.S. city average,Energy,2012-12-01,M12,244.708,0.005568043130760536
482,CUSR0000SA0E,U.S. city average,Energy,2013-01-01,M01,245.025,0.0006084712262532932
483,CUSR0000SA0E,U.S. city average,Energy,2013-02-01,M02,255.696,0.02731239302846955
484,CUSR0000SA0E,U.S. city average,Energy,2013-03-01,M03,246.595,-0.012601004236371893
485,CUSR0000SA0E,U.S. city average,Energy,2013-04-01,M04,240.473,-0.03686362780712671
486,CUSR0000SA0E,U.S. city average,Energy,2013-05-01,M05,240.468,-0.005533361455050789
487,CUSR0000SA0E,U.S. city average,Energy,2013-06-01,M06,242.711,0.02888548815796743
488,CUSR0000SA0E,U.S. city average,Energy,2013-07-01,M07,242.986,0.04032230442526363
489,CUSR0000SA0E,U.S. city average,Energy,2013-08-01,M08,244.833,-0.0006286047831108865
490,CUSR0000SA0E,U.S. city average,Energy,2013-09-01,M09,242.745,-0.040484293659357906
491,CUSR0000SA0E,U.S. city average,Energy,2013-10-01,M10,241.954,-0.05492994605826951
492,CUSR0000SA0E,U.S. city average,Energy,2013-11-01,M11,242.718,-0.024519831684879367
493,CUSR0000SA0E,U.S. city average,Energy,2013-12-01,M12,245.733,0.004188665675008529
494,CUSR0000SA0E,U.S. city average,Energy,2014-01-01,M01,250.34,0.021691664115906617
495,CUSR0000SA0E,U.S. city average,Energy,2014-02-01,M02,249.925,-0.02256977035229335
496,CUSR0000SA0E,U.S. city average,Energy,2014-03-01,M03,249.961,0.013649911798698344
497,CUSR0000SA0E,U.S. city average,Energy,2014-04-01,M04,249.864,0.03905220128663078
498,CUSR0000SA0E,U.S. city average,Energy,2014-05-01,M05,249.213,0.03636658515894009
499,CUSR0000SA0E,U.S. city average,Energy,2014-06-01,M06,249.714,0.02885324521756316
500,CUSR0000SA0E,U.S. city average,Energy,2014-07-01,M07,248.744,0.023696838500983697
501,CUSR0000SA0E,U.S. city average,Energy,2014-08-01,M08,245.699,0.003537104883737152
502,CUSR0000SA0E,U.S. city average,Energy,2014-09-01,M09,241.61,-0.004675688479680251
503,CUSR0000SA0E,U.S. city average,Energy,2014-10-01,M10,237.061,-0.020222852277705705
504,CUSR0000SA0E,U.S. city average,Energy,2014-11-01,M11,229.016,-0.05645234387231268
505,CUSR0000SA0E,U.S. city average,Energy,2014-12-01,M12,218.536,-0.11067703564437825
506,CUSR0000SA0E,U.S. city average,Energy,2015-01-01,M01,199.926,-0.20138212031636982
507,CUSR0000SA0E,U.S. city average,Energy,2015-02-01,M02,203.021,-0.1876723016905072
508,CUSR0000SA0E,U.S. city average,Energy,2015-03-01,M03,205.757,-0.17684358759966556
509,CUSR0000SA0E,U.S. city average,Energy,2015-04-01,M04,203.577,-0.1852487753337816
510,CUSR0000SA0E,U.S. city average,Energy,2015-05-01,M05,208.973,-0.1614683022153739
511,CUSR0000SA0E,U.S. city average,Energy,2015-06-01,M06,212.015,-0.15096870820218333
512,CUSR0000SA0E,U.S. city average,Energy,2015-07-01,M07,211.623,-0.14923375036181785
513,CUSR0000SA0E,U.S. city average,Energy,2015-08-01,M08,208.579,-0.1510791659713715
514,CUSR0000SA0E,U.S. city average,Energy,2015-09-01,M09,197.246,-0.18361822772236247
515,CUSR0000SA0E,U.S. city average,Energy,2015-10-01,M10,195.616,-0.17482841968944696
516,CUSR0000SA0E,U.S. city average,Energy,2015-11-01,M11,195.114,-0.14803332518252
517,CUSR0000SA0E,U.S. city average,Energy,2015-12-01,M12,190.143,-0.129923673902698
518,CUSR0000SA0E,U.S. city average,Energy,2016-01-01,M01,185.235,-0.07348218840971144
519,CUSR0000SA0E,U.S. city average,Energy,2016-02-01,M02,176.401,-0.13111944084602078
520,CUSR0000SA0E,U.S. city average,Energy,2016-03-01,M03,182.234,-0.11432417852126531
521,CUSR0000SA0E,U.S. city average,Energy,2016-04-01,M04,186.713,-0.08283843459722862
522,CUSR0000SA0E,U.S. city average,Energy,2016-05-01,M05,188.596,-0.09751020466758864
523,CUSR0000SA0E,U.S. city average,Energy,2016-06-01,M06,192.899,-0.0901634318326533
524,CUSR0000SA0E,U.S. city average,Energy,2016-07-01,M07,189.046,-0.10668500115771917
525,CUSR0000SA0E,U.S. city average,Energy,2016-08-01,M08,188.772,-0.09496162125621477
526,CUSR0000SA0E,U.S. city average,Energy,2016-09-01,M09,192.243,-0.02536426594202168
527,CUSR0000SA0E,U.S. city average,Energy,2016-10-01,M10,195.979,0.0018556764272861237
528,CUSR0000SA0E,U.S. city average,Energy,2016-11-01,M11,196.372,0.006447512736144079
529,CUSR0000SA0E,U.S. city average,Energy,2016-12-01,M12,199.513,0.04927870076731722
530,CUSR0000SA0E,U.S. city average,Energy,2017-01-01,M01,205.496,0.10937997678624445
531,CUSR0000SA0E,U.S. city average,Energy,2017-02-01,M02,203.544,0.15387100980153168
532,CUSR0000SA0E,U.S. city average,Energy,2017-03-01,M03,202.183,0.10946914406751751
533,CUSR0000SA0E,U.S. city average,Energy,2017-04-01,M04,203.792,0.09147193821533595
534,CUSR0000SA0E,U.S. city average,Energy,2017-05-01,M05,198.724,0.053702093363591885
535,CUSR0000SA0E,U.S. city average,Energy,2017-06-01,M06,197.744,0.025116770952674727
536,CUSR0000SA0E,U.S. city average,Energy,2017-07-01,M07,195.729,0.03535118436782603
537,CUSR0000SA0E,U.S. city average,Energy,2017-08-01,M08,201.121,0.0654175407369737
538,CUSR0000SA0E,U.S. city average,Energy,2017-09-01,M09,211.929,0.10240164791435835
539,CUSR0000SA0E,U.S. city average,Energy,2017-10-01,M10,208.427,0.06351700947550487
540,CUSR0000SA0E,U.S. city average,Energy,2017-11-01,M11,214.655,0.09310390483368303
541,CUSR0000SA0E,U.S. city average,Energy,2017-12-01,M12,213.119,0.06819605739976842
542,CUSR0000SA0E,U.S. city average,Energy,2018-01-01,M01,217.273,0.05731011795850027
543,CUSR0000SA0E,U.S. city average,Energy,2018-02-01,M02,219.765,0.07969284282513844
544,CUSR0000SA0E,U.S. city average,Energy,2018-03-01,M03,216.492,0.07077251796639672
545,CUSR0000SA0E,U.S. city average,Energy,2018-04-01,M04,219.424,0.07670566067362805
546,CUSR0000SA0E,U.S. city average,Energy,2018-05-01,M05,220.77,0.11093778305589663
547,CUSR0000SA0E,U.S. city average,Energy,2018-06-01,M06,221.145,0.11833987377619559
548,CUSR0000SA0E,U.S. city average,Energy,2018-07-01,M07,219.168,0.11975231059270719
549,CUSR0000SA0E,U.S. city average,Energy,2018-08-01,M08,221.763,0.1026347323253165
550,CUSR0000SA0E,U.S. city average,Energy,2018-09-01,M09,222.392,0.04937030798050279
551,CUSR0000SA0E,U.S. city average,Energy,2018-10-01,M10,226.735,0.08783890762713087
552,CUSR0000SA0E,U.S. city average,Energy,2018-11-01,M11,221.303,0.03097062728564448
553,CUSR0000SA0E,U.S. city average,Energy,2018-12-01,M12,212.436,-0.003204782304721765
554,CUSR0000SA0E,U.S. city average,Energy,2019-01-01,M01,206.324,-0.050392823774698114
555,CUSR0000SA0E,U.S. city average,Energy,2019-02-01,M02,208.336,-0.0520055513844333
556,CUSR0000SA0E,U.S. city average,Energy,2019-03-01,M03,215.562,-0.00429577074441545
557,CUSR0000SA0E,U.S. city average,Energy,2019-04-01,M04,222.974,0.0161787224733847
558,CUSR0000SA0E,U.S. city average,Energy,2019-05-01,M05,219.848,-0.004176292068668763
559,CUSR0000SA0E,U.S. city average,Energy,2019-06-01,M06,213.979,-0.03240407877184648
560,CUSR0000SA0E,U.S. city average,Energy,2019-07-01,M07,214.95,-0.019245510293473544
561,CUSR0000SA0E,U.S. city average,Energy,2019-08-01,M08,212.267,-0.0428204885395671
562,CUSR0000SA0E,U.S. city average,Energy,2019-09-01,M09,212.052,-0.046494478218640944
563,CUSR0000SA0E,U.S. city average,Energy,2019-10-01,M10,217.186,-0.04211524466888661
564,CUSR0000SA0E,U.S. city average,Energy,2019-11-01,M11,219.77,-0.006927154173237526
565,CUSR0000SA0E,U.S. city average,Energy,2019-12-01,M12,219.718,0.03427855918959111
566,CUSR0000SA0E,U.S. city average,Energy,2020-01-01,M01,219.117,0.06200442023225605
567,CUSR0000SA0E,U.S. city average,Energy,2020-02-01,M02,213.963,0.027009254281545214
568,CUSR0000SA0E,U.S. city average,Energy,2020-03-01,M03,202.995,-0.05829877251092497
569,CUSR0000SA0E,U.S. city average,Energy,2020-04-01,M04,183.788,-0.17574246324683584
570,CUSR0000SA0E,U.S. city average,Energy,2020-05-01,M05,179.61,-0.18302645464138856
571,CUSR0000SA0E,U.S. city average,Energy,2020-06-01,M06,187.591,-0.12332051276059797
572,CUSR0000SA0E,U.S. city average,Energy,2020-07-01,M07,191.566,-0.1087880902535473
573,CUSR0000SA0E,U.S. city average,Energy,2020-08-01,M08,193.362,-0.08906236014076607
574,CUSR0000SA0E,U.S. city average,Energy,2020-09-01,M09,195.995,-0.075721992718767
575,CUSR0000SA0E,U.S. city average,Energy,2020-10-01,M10,197.157,-0.0922204930336209
576,CUSR0000SA0E,U.S. city average,Energy,2020-11-01,M11,198.576,-0.09643718432907133
577,CUSR0000SA0E,U.S. city average,Energy,2020-12-01,M12,203.716,-0.07282971809319205
578,CUSR0000SA0E,U.S. city average,Energy,2021-01-01,M01,210.822,-0.03785648762989635
579,CUSR0000SA0E,U.S. city average,Energy,2021-02-01,M02,218.946,0.023289073344456845
762,CUSR0000SA0L1,U.S. city average,All items less food,2012-03-01,M03,228.24,0.02476147715793031
763,CUSR0000SA0L1,U.S. city average,All items less food,2012-04-01,M04,228.609,0.02147880715990036
764,CUSR0000SA0L1,U.S. city average,All items less food,2012-05-01,M05,228.028,0.015760167490756816
765,CUSR0000SA0L1,U.S. city average,All items less food,2012-06-01,M06,227.734,0.01485739750445636
766,CUSR0000SA0L1,U.S. city average,All items less food,2012-07-01,M07,227.784,0.012692894202170457
767,CUSR0000SA0L1,U.S. city average,All items less food,2012-08-01,M08,229.264,0.016371785380213
768,CUSR0000SA0L1,U.S. city average,All items less food,2012-09-01,M09,230.513,0.02008638161912435
769,CUSR0000SA0L1,U.S. city average,All items less food,2012-10-01,M10,231.165,0.02232924693520122
770,CUSR0000SA0L1,U.S. city average,All items less food,2012-11-01,M11,230.647,0.01800791818755587
771,CUSR0000SA0L1,U.S. city average,All items less food,2012-12-01,M12,230.546,0.017589081969094256
772,CUSR0000SA0L1,U.S. city average,All items less food,2013-01-01,M01,231.023,0.016916101769521852
773,CUSR0000SA0L1,U.S. city average,All items less food,2013-02-01,M02,232.489,0.020772047524126425
774,CUSR0000SA0L1,U.S. city average,All items less food,2013-03-01,M03,231.692,0.015124430424114932
775,CUSR0000SA0L1,U.S. city average,All items less food,2013-04-01,M04,231.056,0.0107038655520999
776,CUSR0000SA0L1,U.S. city average,All items less food,2013-05-01,M05,231.2,0.013910572385847253
777,CUSR0000SA0L1,U.S. city average,All items less food,2013-06-01,M06,231.757,0.01766534641292039
778,CUSR0000SA0L1,U.S. city average,All items less food,2013-07-01,M07,232.252,0.019615073929687865
779,CUSR0000SA0L1,U.S. city average,All items less food,2013-08-01,M08,232.856,0.015667527392002167
780,CUSR0000SA0L1,U.S. city average,All items less food,2013-09-01,M09,232.947,0.01055905740674068
781,CUSR0000SA0L1,U.S. city average,All items less food,2013-10-01,M10,233.055,0.008175978197391576
782,CUSR0000SA0L1,U.S. city average,All items less food,2013-11-01,M11,233.524,0.012473606853763641
783,CUSR0000SA0L1,U.S. city average,All items less food,2013-12-01,M12,234.205,0.015871019232604366
784,CUSR0000SA0L1,U.S. city average,All items less food,2014-01-01,M01,234.808,0.016383650112759218
785,CUSR0000SA0L1,U.S. city average,All items less food,2014-02-01,M02,234.964,0.010645664956191458
786,CUSR0000SA0L1,U.S. city average,All items less food,2014-03-01,M03,235.357,0.01581841410147944
787,CUSR0000SA0L1,U.S. city average,All items less food,2014-04-01,M04,235.742,0.02028079772868896
788,CUSR0000SA0L1,U.S. city average,All items less food,2014-05-01,M05,236.079,0.021102941176470713
789,CUSR0000SA0L1,U.S. city average,All items less food,2014-06-01,M06,236.403,0.02004685942603679
790,CUSR0000SA0L1,U.S. city average,All items less food,2014-07-01,M07,236.619,0.018802852074470744
791,CUSR0000SA0L1,U.S. city average,All items less food,2014-08-01,M08,236.488,0.015597622565018732
792,CUSR0000SA0L1,U.S. city average,All items less food,2014-09-01,M09,236.4,0.014823114270628102
793,CUSR0000SA0L1,U.S. city average,All items less food,2014-10-01,M10,236.284,0.013855098581879721
794,CUSR0000SA0L1,U.S. city average,All items less food,2014-11-01,M11,235.684,0.00924958462513481
795,CUSR0000SA0L1,U.S. city average,All items less food,2014-12-01,M12,234.705,0.0021348818342905584
796,CUSR0000SA0L1,U.S. city average,All items less food,2015-01-01,M01,232.969,-0.007831930768968709
797,CUSR0000SA0L1,U.S. city average,All items less food,2015-02-01,M02,233.611,-0.005758328935496548
798,CUSR0000SA0L1,U.S. city average,All items less food,2015-03-01,M03,234.411,-0.004019425808452715
799,CUSR0000SA0L1,U.S. city average,All items less food,2015-04-01,M04,234.707,-0.004390392887139272
800,CUSR0000SA0L1,U.S. city average,All items less food,2015-05-01,M05,235.571,-0.0021518220595648785
801,CUSR0000SA0L1,U.S. city average,All items less food,2015-06-01,M06,236.22,-0.000774101851499287
802,CUSR0000SA0L1,U.S. city average,All items less food,2015-07-01,M07,236.623,1.690481322280668e-05
803,CUSR0000SA0L1,U.S. city average,All items less food,2015-08-01,M08,236.529,0.0001733703190014424
804,CUSR0000SA0L1,U.S. city average,All items less food,2015-09-01,M09,235.792,-0.0025719120135363482
805,CUSR0000SA0L1,U.S. city average,All items less food,2015-10-01,M10,236.022,-0.0011088351306055566
806,CUSR0000SA0L1,U.S. city average,All items less food,2015-11-01,M11,236.388,0.0029870504573921153
807,CUSR0000SA0L1,U.S. city average,All items less food,2015-12-01,M12,236.141,0.006118318740546469
808,CUSR0000SA0L1,U.S. city average,All items less food,2016-01-01,M01,235.989,0.012963098094596281
809,CUSR0000SA0L1,U.S. city average,All items less food,2016-02-01,M02,235.585,0.008449944565966483
810,CUSR0000SA0L1,U.S. city average,All items less food,2016-03-01,M03,236.534,0.009056742217728564
811,CUSR0000SA0L1,U.S. city average,All items less food,2016-04-01,M04,237.554,0.012130017425982187
812,CUSR0000SA0L1,U.S. city average,All items less food,2016-05-01,M05,238.265,0.01143604263682696
813,CUSR0000SA0L1,U.S. city average,All items less food,2016-06-01,M06,239.059,0.012018457370247981
814,CUSR0000SA0L1,U.S. city average,All items less food,2016-07-01,M07,238.924,0.009724329418526523
815,CUSR0000SA0L1,U.S. city average,All items less food,2016-08-01,M08,239.423,0.012235286159413938
816,CUSR0000SA0L1,U.S. city average,All items less food,2016-09-01,M09,240.147,0.018469668182126586
817,CUSR0000SA0L1,U.S. city average,All items less food,2016-10-01,M10,240.792,0.020209980425553553
818,CUSR0000SA0L1,U.S. city average,All items less food,2016-11-01,M11,241.133,0.02007293094404128
819,CUSR0000SA0L1,U.S. city average,All items less food,2016-12-01,M12,241.84,0.024133886110417224
820,CUSR0000SA0L1,U.S. city average,All items less food,2017-01-01,M01,242.928,0.029403912894244932
821,CUSR0000SA0L1,U.S. city average,All items less food,2017-02-01,M02,243.121,0.031988454273404576
822,CUSR0000SA0L1,U.S. city average,All items less food,2017-03-01,M03,242.924,0.02701514370027147
823,CUSR0000SA0L1,U.S. city average,All items less food,2017-04-01,M04,243.456,0.02484487737524943
824,CUSR0000SA0L1,U.S. city average,All items less food,2017-05-01,M05,243.151,0.020506578809309062
825,CUSR0000SA0L1,U.S. city average,All items less food,2017-06-01,M06,243.348,0.017941177700902422
826,CUSR0000SA0L1,U.S. city average,All items less food,2017-07-01,M07,243.342,0.01849123570675193
827,CUSR0000SA0L1,U.S. city average,All items less food,2017-08-01,M08,244.377,0.02069141227033322
828,CUSR0000SA0L1,U.S. city average,All items less food,2017-09-01,M09,245.866,0.023814580236272143
829,CUSR0000SA0L1,U.S. city average,All items less food,2017-10-01,M10,245.95,0.021420977441110933
830,CUSR0000SA0L1,U.S. city average,All items less food,2017-11-01,M11,246.768,0.02336884623838298
831,CUSR0000SA0L1,U.S. city average,All items less food,2017-12-01,M12,247.112,0.021799536883890136
832,CUSR0000SA0L1,U.S. city average,All items less food,2018-01-01,M01,248.169,0.021574293617862228
833,CUSR0000SA0L1,U.S. city average,All items less food,2018-02-01,M02,248.838,0.023515039836131013
834,CUSR0000SA0L1,U.S. city average,All items less food,2018-03-01,M03,249.071,0.0253042103703216
835,CUSR0000SA0L1,U.S. city average,All items less food,2018-04-01,M04,249.851,0.026267580178759298
836,CUSR0000SA0L1,U.S. city average,All items less food,2018-05-01,M05,250.434,0.02995258090651487
837,CUSR0000SA0L1,U.S. city average,All items less food,2018-06-01,M06,250.806,0.030647467823857077
838,CUSR0000SA0L1,U.S. city average,All items less food,2018-07-01,M07,250.953,0.0312769682175702
839,CUSR0000SA0L1,U.S. city average,All items less food,2018-08-01,M08,251.353,0.028546057935075808
840,CUSR0000SA0L1,U.S. city average,All items less food,2018-09-01,M09,251.82,0.02421644310315374
841,CUSR0000SA0L1,U.S. city average,All items less food,2018-10-01,M10,252.671,0.027326692417158016
